state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
Arizona,No,Basic,College,1/23/11,Unemployed,F,Suburban,Single,Personal L1,Offer1,Agent,SUV,Medsize
California,Yes,Basic,College,2/25/11,Employed,M,Suburban,Divorced,Personal L1,Offer1,Agent,Two-Door Car,Medsize
California,Yes,Basic,Master,1/14/11,Employed,F,Rural,Single,Personal L3,Offer2,Web,Four-Door Car,Medsize
Arizona,No,Premium,College,1/20/11,Unemployed,M,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Extended,Bachelor,1/20/11,Unemployed,F,Suburban,Single,Personal L3,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Extended,Bachelor,1/21/11,Unemployed,M,Suburban,Married,Personal L2,Offer3,Branch,Two-Door Car,Large
Arizona,No,Basic,College,1/23/11,Unemployed,M,Suburban,Single,Personal L1,Offer2,Web,Four-Door Car,Medsize
Oregon,No,Basic,College,1/18/11,Employed,M,Rural,Married,Personal L1,Offer1,Branch,SUV,Medsize
California,No,Extended,Master,1/19/11,Unemployed,M,Rural,Divorced,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,2/26/11,Employed,F,Urban,Married,Corporate L1,Offer4,Branch,Four-Door Car,Medsize
Oregon,No,Extended,Bachelor,2/28/11,Unemployed,M,Suburban,Single,Special L2,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,2/5/11,Unemployed,M,Urban,Married,Corporate L1,Offer1,Call Center,Two-Door Car,Medsize
Oregon,Yes,Extended,Bachelor,1/28/11,Employed,F,Suburban,Married,Corporate L2,Offer2,Agent,Four-Door Car,Small
California,No,Extended,Bachelor,1/23/11,Employed,F,Suburban,Single,Personal L2,Offer2,Agent,Four-Door Car,Small
California,No,Basic,Bachelor,2/16/11,Disabled,M,Suburban,Married,Personal L3,Offer1,Web,SUV,Small
Washington,No,Basic,College,2/9/11,Unemployed,F,Suburban,Single,Personal L2,Offer1,Agent,Two-Door Car,Large
California,No,Basic,High School or Below,1/23/11,Disabled,M,Suburban,Divorced,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Premium,High School or Below,1/23/11,Employed,M,Rural,Married,Corporate L3,Offer3,Agent,Four-Door Car,Medsize
Washington,No,Extended,High School or Below,2/4/11,Unemployed,M,Suburban,Single,Personal L3,Offer1,Branch,Luxury Car,Small
Oregon,No,Basic,College,1/16/11,Unemployed,M,Suburban,Single,Personal L3,Offer3,Web,Four-Door Car,Medsize
California,Yes,Basic,High School or Below,2/17/11,Employed,M,Rural,Married,Personal L1,Offer2,Agent,Sports Car,Medsize
Oregon,Yes,Basic,College,1/31/11,Unemployed,M,Suburban,Single,Personal L1,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,1/6/11,Unemployed,M,Suburban,Single,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,1/9/11,Employed,F,Rural,Divorced,Personal L3,Offer3,Agent,Four-Door Car,Medsize
Washington,No,Basic,College,2/11/11,Employed,M,Suburban,Married,Special L1,Offer1,Branch,Four-Door Car,Small
California,No,Extended,College,1/18/11,Unemployed,M,Urban,Married,Personal L3,Offer1,Branch,SUV,Small
Oregon,No,Basic,High School or Below,2/19/11,Employed,M,Suburban,Single,Corporate L2,Offer2,Agent,Two-Door Car,Medsize
Washington,No,Basic,High School or Below,2/27/11,Employed,M,Rural,Divorced,Corporate L3,Offer1,Branch,Two-Door Car,Medsize
Arizona,No,Basic,Doctor,1/27/11,Employed,F,Suburban,Married,Corporate L1,Offer2,Web,Four-Door Car,Small
Arizona,No,Basic,Master,2/15/11,Employed,F,Suburban,Divorced,Corporate L2,Offer1,Branch,Four-Door Car,Small
Nevada,No,Premium,Bachelor,1/25/11,Employed,F,Suburban,Married,Personal L1,Offer4,Web,Four-Door Car,Medsize
Oregon,No,Basic,Master,2/11/11,Disabled,F,Suburban,Married,Corporate L3,Offer1,Branch,SUV,Medsize
California,Yes,Basic,Master,1/16/11,Employed,F,Suburban,Divorced,Personal L2,Offer2,Branch,SUV,Medsize
Oregon,No,Basic,High School or Below,2/2/11,Unemployed,F,Suburban,Single,Personal L2,Offer1,Agent,SUV,Medsize
Nevada,Yes,Extended,High School or Below,1/15/11,Employed,F,Suburban,Married,Personal L3,Offer2,Agent,Two-Door Car,Large
Washington,Yes,Basic,Master,1/20/11,Retired,F,Urban,Married,Personal L3,Offer1,Agent,Two-Door Car,Medsize
Nevada,No,Basic,High School or Below,2/13/11,Employed,F,Urban,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,2/28/11,Unemployed,F,Suburban,Married,Corporate L1,Offer1,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,1/24/11,Employed,F,Suburban,Married,Personal L3,Offer4,Call Center,Two-Door Car,Small
Nevada,No,Basic,College,1/1/11,Employed,M,Urban,Married,Corporate L1,Offer1,Web,Four-Door Car,Large
Arizona,No,Extended,High School or Below,2/3/11,Employed,M,Suburban,Married,Personal L3,Offer4,Agent,Four-Door Car,Small
California,No,Basic,Bachelor,1/19/11,Employed,F,Urban,Married,Personal L2,Offer1,Agent,SUV,Medsize
Oregon,No,Basic,High School or Below,1/9/11,Unemployed,M,Suburban,Married,Personal L3,Offer2,Agent,Two-Door Car,Small
California,No,Basic,College,2/3/11,Medical Leave,F,Suburban,Married,Corporate L3,Offer2,Branch,Four-Door Car,Small
Arizona,No,Basic,Doctor,2/8/11,Disabled,M,Suburban,Single,Personal L2,Offer3,Agent,Sports Car,Medsize
California,No,Extended,Bachelor,2/16/11,Employed,F,Suburban,Single,Corporate L2,Offer1,Web,SUV,Medsize
Oregon,No,Basic,Bachelor,2/6/11,Unemployed,F,Suburban,Single,Personal L1,Offer3,Web,Luxury SUV,Small
California,No,Basic,Bachelor,2/7/11,Unemployed,M,Suburban,Married,Personal L3,Offer3,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,1/12/11,Employed,F,Urban,Married,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,1/2/11,Employed,M,Urban,Divorced,Personal L3,Offer3,Call Center,Two-Door Car,Medsize
California,Yes,Basic,High School or Below,1/10/11,Employed,M,Suburban,Married,Special L3,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Basic,Bachelor,2/25/11,Unemployed,F,Suburban,Married,Personal L2,Offer3,Branch,Two-Door Car,Medsize
California,No,Basic,College,1/15/11,Employed,F,Suburban,Married,Corporate L1,Offer4,Branch,Two-Door Car,Small
California,Yes,Extended,College,1/28/11,Employed,F,Suburban,Married,Personal L2,Offer2,Agent,Two-Door Car,Small
Nevada,No,Basic,Bachelor,1/20/11,Employed,F,Rural,Single,Personal L3,Offer1,Agent,SUV,Medsize
Arizona,No,Extended,Bachelor,2/24/11,Unemployed,M,Suburban,Single,Personal L1,Offer1,Call Center,SUV,Medsize
Arizona,Yes,Premium,High School or Below,1/31/11,Employed,F,Suburban,Divorced,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
California,No,Extended,Bachelor,1/31/11,Employed,M,Rural,Married,Personal L2,Offer2,Agent,SUV,Medsize
Arizona,No,Basic,Bachelor,1/15/11,Employed,M,Urban,Married,Personal L3,Offer3,Web,Two-Door Car,Medsize
California,No,Basic,College,2/8/11,Employed,M,Rural,Married,Corporate L1,Offer2,Agent,Two-Door Car,Small
Oregon,No,Basic,Bachelor,1/10/11,Unemployed,M,Suburban,Single,Personal L2,Offer1,Branch,Two-Door Car,Medsize
Oregon,Yes,Basic,Bachelor,1/7/11,Unemployed,M,Suburban,Married,Corporate L2,Offer2,Agent,SUV,Medsize
Arizona,No,Basic,High School or Below,1/23/11,Unemployed,M,Suburban,Single,Personal L3,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Premium,College,1/18/11,Unemployed,M,Suburban,Single,Corporate L3,Offer1,Call Center,Four-Door Car,Small
Washington,No,Basic,College,2/24/11,Unemployed,M,Suburban,Single,Special L3,Offer1,Branch,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,2/27/11,Employed,M,Suburban,Married,Personal L3,Offer2,Web,Four-Door Car,Medsize
Washington,No,Extended,Master,2/28/11,Employed,F,Suburban,Married,Personal L3,Offer3,Web,Four-Door Car,Small
Oregon,Yes,Extended,Doctor,1/18/11,Employed,M,Suburban,Divorced,Personal L3,Offer2,Agent,Sports Car,Medsize
Arizona,No,Basic,College,2/23/11,Unemployed,M,Suburban,Single,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,2/8/11,Employed,M,Rural,Married,Personal L2,Offer4,Web,Two-Door Car,Small
California,Yes,Basic,Bachelor,1/21/11,Employed,M,Rural,Married,Corporate L3,Offer2,Agent,SUV,Medsize
Nevada,No,Basic,Doctor,1/27/11,Medical Leave,F,Suburban,Married,Personal L2,Offer3,Web,SUV,Medsize
Arizona,No,Extended,Bachelor,1/6/11,Employed,M,Suburban,Divorced,Personal L3,Offer2,Branch,Two-Door Car,Small
Nevada,No,Extended,College,2/18/11,Unemployed,F,Suburban,Single,Personal L2,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,2/25/11,Medical Leave,M,Suburban,Married,Personal L2,Offer1,Branch,SUV,Medsize
California,No,Basic,Master,1/24/11,Retired,F,Urban,Married,Personal L2,Offer3,Web,Four-Door Car,Medsize
California,No,Basic,High School or Below,1/27/11,Employed,M,Suburban,Married,Corporate L3,Offer3,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,2/20/11,Employed,F,Rural,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,College,2/4/11,Employed,F,Rural,Married,Personal L3,Offer3,Agent,Four-Door Car,Large
Washington,No,Basic,High School or Below,2/23/11,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,Four-Door Car,Small
Arizona,No,Basic,High School or Below,2/25/11,Employed,M,Urban,Married,Personal L3,Offer4,Web,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,2/7/11,Employed,F,Rural,Single,Personal L2,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Extended,College,2/27/11,Employed,F,Suburban,Single,Corporate L1,Offer1,Branch,Two-Door Car,Medsize
Washington,No,Basic,College,1/21/11,Disabled,F,Suburban,Married,Personal L2,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Extended,Master,2/4/11,Employed,M,Urban,Married,Personal L3,Offer2,Branch,Four-Door Car,Small
Arizona,No,Basic,College,2/12/11,Unemployed,F,Suburban,Single,Personal L3,Offer4,Agent,Two-Door Car,Medsize
California,No,Extended,Bachelor,2/10/11,Unemployed,F,Suburban,Married,Personal L2,Offer1,Call Center,SUV,Medsize
Washington,No,Extended,High School or Below,1/25/11,Employed,M,Rural,Married,Corporate L2,Offer3,Branch,Four-Door Car,Large
Oregon,No,Extended,High School or Below,1/22/11,Unemployed,F,Suburban,Single,Special L2,Offer1,Call Center,Two-Door Car,Large
Arizona,No,Extended,College,1/9/11,Medical Leave,F,Rural,Married,Personal L2,Offer1,Branch,SUV,Small
Arizona,No,Basic,Master,2/10/11,Employed,F,Suburban,Married,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
Washington,No,Extended,High School or Below,1/19/11,Employed,F,Urban,Married,Personal L2,Offer1,Branch,Two-Door Car,Small
Washington,No,Extended,High School or Below,1/19/11,Employed,F,Suburban,Married,Corporate L3,Offer2,Call Center,Four-Door Car,Large
Oregon,No,Extended,Bachelor,2/11/11,Employed,M,Suburban,Married,Personal L1,Offer1,Branch,SUV,Medsize
Oregon,No,Basic,Bachelor,2/23/11,Employed,M,Suburban,Married,Personal L3,Offer4,Branch,Four-Door Car,Small
Oregon,No,Extended,College,1/23/11,Employed,F,Rural,Married,Personal L3,Offer2,Web,Four-Door Car,Small
California,No,Basic,College,1/4/11,Employed,M,Rural,Divorced,Personal L3,Offer1,Call Center,Luxury Car,Small
Arizona,No,Extended,Bachelor,1/11/11,Employed,M,Rural,Married,Corporate L2,Offer1,Web,Two-Door Car,Large
Washington,No,Basic,Master,2/1/11,Employed,F,Urban,Married,Personal L2,Offer2,Branch,Four-Door Car,Medsize
Oregon,Yes,Basic,High School or Below,1/14/11,Employed,F,Suburban,Married,Personal L2,Offer2,Agent,Sports Car,Medsize
Oregon,Yes,Basic,High School or Below,2/3/11,Disabled,F,Suburban,Single,Personal L2,Offer1,Web,Two-Door Car,Small
California,No,Basic,High School or Below,2/11/11,Unemployed,F,Suburban,Single,Personal L2,Offer2,Web,SUV,Medsize
Washington,No,Basic,Bachelor,2/19/11,Employed,F,Suburban,Divorced,Personal L3,Offer1,Call Center,Two-Door Car,Small
Oregon,No,Basic,Bachelor,2/2/11,Employed,M,Rural,Divorced,Personal L3,Offer2,Branch,SUV,Medsize
Oregon,No,Premium,Bachelor,2/19/11,Employed,F,Rural,Married,Corporate L2,Offer1,Agent,Four-Door Car,Large
Arizona,Yes,Basic,College,2/5/11,Employed,M,Urban,Married,Personal L2,Offer1,Agent,SUV,Medsize
Nevada,No,Basic,Doctor,1/3/11,Employed,F,Rural,Divorced,Personal L2,Offer4,Web,Four-Door Car,Small
Oregon,No,Basic,College,1/23/11,Employed,M,Suburban,Married,Corporate L2,Offer4,Web,Four-Door Car,Medsize
California,No,Basic,High School or Below,1/1/11,Employed,M,Urban,Married,Special L2,Offer1,Agent,Two-Door Car,Medsize
California,Yes,Extended,High School or Below,1/1/11,Unemployed,M,Suburban,Single,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
California,No,Basic,High School or Below,1/18/11,Unemployed,M,Suburban,Married,Corporate L2,Offer2,Branch,Four-Door Car,Small
Arizona,Yes,Basic,High School or Below,1/2/11,Employed,F,Urban,Married,Personal L2,Offer2,Branch,SUV,Large
California,No,Basic,High School or Below,2/4/11,Medical Leave,F,Suburban,Married,Personal L3,Offer1,Agent,Two-Door Car,Small
Arizona,No,Basic,College,2/11/11,Employed,M,Urban,Divorced,Personal L2,Offer2,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,Master,2/23/11,Medical Leave,F,Suburban,Divorced,Corporate L3,Offer1,Web,Four-Door Car,Medsize
California,No,Basic,High School or Below,2/20/11,Employed,F,Suburban,Divorced,Corporate L1,Offer2,Call Center,SUV,Large
Nevada,No,Premium,College,1/2/11,Employed,F,Rural,Divorced,Personal L2,Offer2,Web,Four-Door Car,Medsize
Oregon,Yes,Basic,College,1/21/11,Employed,M,Suburban,Married,Corporate L1,Offer2,Branch,SUV,Small
Arizona,No,Basic,High School or Below,1/12/11,Unemployed,F,Suburban,Married,Personal L2,Offer1,Agent,SUV,Small
California,No,Basic,Bachelor,1/30/11,Employed,M,Rural,Married,Personal L3,Offer2,Branch,SUV,Medsize
Arizona,Yes,Basic,Bachelor,1/11/11,Employed,F,Suburban,Divorced,Personal L3,Offer1,Web,SUV,Medsize
Arizona,No,Basic,College,2/14/11,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Small
Nevada,Yes,Basic,High School or Below,1/27/11,Unemployed,F,Suburban,Divorced,Corporate L3,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,2/3/11,Employed,F,Suburban,Married,Personal L2,Offer2,Branch,Sports Car,Medsize
Arizona,No,Basic,Bachelor,1/21/11,Employed,F,Urban,Married,Personal L2,Offer2,Agent,Four-Door Car,Small
Washington,No,Extended,High School or Below,1/5/11,Employed,F,Urban,Single,Personal L2,Offer1,Branch,Luxury SUV,Medsize
Oregon,No,Basic,Master,2/14/11,Medical Leave,M,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Premium,College,1/1/11,Employed,F,Suburban,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,1/3/11,Unemployed,F,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Premium,High School or Below,2/7/11,Employed,M,Urban,Divorced,Corporate L2,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Master,2/18/11,Employed,F,Urban,Single,Personal L1,Offer1,Agent,SUV,Medsize
Oregon,No,Basic,High School or Below,2/7/11,Employed,M,Suburban,Married,Personal L3,Offer4,Call Center,SUV,Small
Oregon,No,Basic,College,1/2/11,Employed,M,Rural,Married,Personal L1,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,2/12/11,Employed,F,Rural,Married,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
California,No,Premium,Bachelor,2/15/11,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,Four-Door Car,Small
Arizona,No,Extended,High School or Below,2/23/11,Unemployed,F,Suburban,Single,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,2/15/11,Employed,F,Urban,Single,Personal L2,Offer3,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,College,2/22/11,Unemployed,F,Suburban,Single,Personal L1,Offer2,Call Center,Four-Door Car,Small
Washington,No,Extended,College,1/20/11,Employed,F,Suburban,Married,Personal L2,Offer2,Call Center,Four-Door Car,Small
California,No,Extended,High School or Below,1/3/11,Employed,M,Suburban,Single,Corporate L3,Offer2,Branch,Four-Door Car,Small
California,No,Basic,College,2/16/11,Unemployed,M,Suburban,Single,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,2/22/11,Employed,F,Urban,Single,Corporate L2,Offer1,Agent,Two-Door Car,Medsize
California,No,Basic,Master,1/30/11,Employed,M,Suburban,Single,Personal L2,Offer1,Call Center,SUV,Medsize
Oregon,No,Extended,Bachelor,1/1/11,Employed,F,Suburban,Married,Personal L1,Offer2,Call Center,Four-Door Car,Medsize
Nevada,No,Basic,College,1/9/11,Employed,F,Urban,Married,Personal L1,Offer2,Branch,Two-Door Car,Medsize
Arizona,No,Premium,High School or Below,1/15/11,Unemployed,F,Suburban,Married,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
Nevada,No,Extended,Bachelor,2/15/11,Employed,F,Suburban,Married,Personal L3,Offer1,Branch,Four-Door Car,Small
Oregon,No,Basic,College,1/17/11,Retired,M,Suburban,Divorced,Personal L3,Offer1,Call Center,Two-Door Car,Small
California,No,Basic,High School or Below,1/16/11,Unemployed,F,Rural,Single,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,2/26/11,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Premium,Bachelor,1/31/11,Employed,M,Rural,Married,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,Master,2/4/11,Employed,F,Suburban,Divorced,Personal L3,Offer1,Branch,Four-Door Car,Small
Oregon,No,Basic,High School or Below,1/30/11,Unemployed,F,Suburban,Single,Personal L2,Offer1,Agent,Two-Door Car,Medsize
Washington,No,Extended,High School or Below,1/15/11,Unemployed,M,Suburban,Single,Personal L1,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,1/15/11,Employed,F,Suburban,Married,Special L3,Offer1,Agent,Luxury Car,Medsize
Arizona,No,Basic,High School or Below,1/31/11,Employed,M,Suburban,Married,Personal L3,Offer3,Agent,Luxury SUV,Large
Nevada,Yes,Basic,College,1/28/11,Employed,M,Rural,Married,Personal L3,Offer1,Branch,Four-Door Car,Medsize
Washington,No,Basic,Bachelor,1/6/11,Unemployed,M,Suburban,Single,Personal L1,Offer3,Agent,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,1/7/11,Employed,F,Urban,Married,Corporate L3,Offer1,Branch,SUV,Medsize
California,No,Basic,Bachelor,2/10/11,Employed,F,Urban,Divorced,Personal L2,Offer1,Branch,Four-Door Car,Large
Oregon,No,Basic,Bachelor,2/6/11,Unemployed,M,Suburban,Single,Personal L3,Offer2,Web,Four-Door Car,Medsize
Oregon,No,Extended,College,2/17/11,Employed,F,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Large
Washington,No,Basic,Bachelor,2/14/11,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Large
Oregon,No,Basic,High School or Below,2/5/11,Employed,F,Urban,Divorced,Personal L3,Offer4,Web,SUV,Medsize
Arizona,No,Basic,College,2/20/11,Unemployed,M,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Master,1/1/11,Unemployed,M,Suburban,Divorced,Personal L2,Offer2,Branch,Sports Car,Large
California,No,Basic,High School or Below,1/13/11,Employed,F,Suburban,Married,Personal L1,Offer3,Web,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,1/13/11,Employed,F,Urban,Divorced,Special L1,Offer4,Web,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,1/3/11,Employed,M,Suburban,Divorced,Personal L3,Offer2,Web,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,1/27/11,Employed,F,Rural,Married,Personal L3,Offer1,Web,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,1/9/11,Employed,M,Suburban,Married,Personal L2,Offer3,Agent,Two-Door Car,Small
California,No,Extended,High School or Below,1/7/11,Unemployed,F,Urban,Divorced,Corporate L2,Offer1,Agent,SUV,Medsize
Nevada,No,Extended,Bachelor,2/10/11,Unemployed,F,Suburban,Married,Personal L3,Offer1,Branch,Two-Door Car,Medsize
Washington,No,Basic,High School or Below,1/6/11,Disabled,F,Suburban,Single,Corporate L3,Offer3,Agent,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,2/18/11,Unemployed,M,Suburban,Single,Personal L1,Offer1,Branch,SUV,Medsize
